音频文件名,转录文本,MOS值,打分的具体原因
common_voice_en_21619912_cosyvoice2_eb65e202-2140-4dba-b237-ac73635e880d.wav,"Study days, workshops and lectures are held frequently.",4.3,"优。声音质量好，清晰流畅，语速自然，像真人说话。听得清楚，没有明显杂音或奇怪的韵律和断句。"
common_voice_en_21742650_cosyvoice2_ee6af30c-3786-4bec-9b88-175a1ad6fcd2.wav,"Houston's recording industry had become the center of Texas R&B music.",4.1,"优。声音清晰流畅，语速自然。除了 ""Houston's"" 和 ""R&B"" 稍微有点平，整体听得清楚。"
common_voice_en_21620052_xtts_6fe92d48-d651-4c33-8b36-0468fc2fa5df.wav,"These sizes could vary from one specimen to another.",3.6,"良。声音清晰，但有明显的电子音，语速较慢，且句子节奏和重音有些生硬。听得清楚。"
common_voice_en_21851751_xtts_1b98598b-0f63-4764-ace2-6c011ac5b757.wav,"The medal is made of solid gold and is inscribed with the recipient's name.",3.5,"中。声音清晰度尚可，但带有明显的电子音和底噪，语速较慢，且停顿和重音有些奇怪。可以交流。"
common_voice_en_21620052_cosyvoice2_a75a01e4-e9ad-485c-a1e1-ba2f6b0e646f.wav,"These sizes could vary from one specimen to another.",4.4,"优。声音质量好，清晰流畅，语速自然，像真人说话。听得清楚，没有明显杂音或奇怪的韵律和断句。"
common_voice_en_21184954_cosyvoice2_db3dd711-802b-4449-accc-f7f97053d249.wav,"His heart has been affected by his anxiety, and he has another heart attack.",4.2,"优。声音清晰流畅，语速自然。除了 ""anxiety"" 的发音略有不自然，整体听得清楚。"
common_voice_en_21851751_cosyvoice2_a82b665f-72eb-4244-91cc-f8d4711f93d4.wav,"The medal is made of solid gold and is inscribed with the recipient's name.",4.5,"优。声音质量好，清晰流畅，语速自然，像真人说话。听得清楚，没有明显杂音或奇怪的韵律和断句。"
common_voice_en_21184954_xtts_9fb2416b-fb9c-4df5-ab85-1c6711f909b9.wav,"His heart has been affected by his anxiety, and he has another heart attack.",3.9,"良。声音清晰，但有明显的电子音/杂音，语速较慢，且 ""anxiety"" 和 ""heart attack"" 的发音略有不自然。听得清楚。"
common_voice_en_21619912_xtts_95297bcd-dc05-43ed-a24b-b507fbe81f31.wav,"Study days, workshops and lectures are held frequently.",3.7,"良。声音清晰，但带有明显的电子音，语速较慢，且句子节奏和重音有些生硬。听得清楚。"
common_voice_en_21742650_xtts_d58f18ae-caac-4d60-9375-da9d1277d4d3.wav,"Houston's recording industry had become the center of Texas R&B music.",3.5,"中。声音清晰度尚可，但带有明显的电子音和底噪，语速偏慢，且句子节奏和重音有些奇怪。可以交流。"
common_voice_en_23640041_xtts_7a57ee62-42b1-4702-9c32-f9d66f4c4e92.wav,"Unlike the sedans, the convertibles were assembled in Mexico.",3.8,"良。声音清晰，但带有轻微的电子音/底噪，语速较慢，且句子节奏略显不自然。听得清楚。"
common_voice_en_23639587_cosyvoice2_3d2da4e6-7a29-4dcb-a9a7-e2a5b3b5a9af.wav,"There stood the apparatus, the experiments arranged and waiting.",4.4,"优。声音质量好，清晰流畅，语速自然，像真人说话。听得清楚，没有明显杂音或奇怪的韵律和断句。"
common_voice_en_22391641_xtts_00778e71-0f86-4507-923d-3b479a6fa3be.wav,"Secondly, there is a difference between a major tone and a minor tone.",3.5,"中。声音清晰度尚可，但带有明显的电子音和底噪，语速较慢，且语调/重音有些奇怪。可以交流。"
common_voice_en_23639587_xtts_765f740e-b75a-47d8-8852-87a9b26f2f6b.wav,"There stood the apparatus, the experiments arranged and waiting.",3.6,"良。声音清晰，但有明显的电子音，语速较慢，且语气显得有些夸张。听得清楚。"
common_voice_en_22793454_cosyvoice2_05f4118f-6ebd-4d40-8ffb-8b8d23a0c479.wav,"They killed four students and one teacher and injured 10 persons.",4.3,"优。声音质量好，清晰流畅，语速自然，像真人说话。听得清楚，没有明显杂音或奇怪的韵律和断句。"
common_voice_en_22940721_xtts_f3147a8d-024b-4cb5-8e57-9f71a026d3a0.wav,"Persecution of Samaritans was common in the following centuries.",3.7,"良。声音清晰，但带有明显的电子音/杂音，语速较慢，且句子节奏略显不自然。听得清楚。"
common_voice_en_22793454_xtts_7019cc41-0a43-4904-8ad6-b401eab003e4.wav,"They killed four students and one teacher and injured 10 persons.",3.9,"良。声音清晰，但带有轻微的电子音/底噪，语速适中，除了 ""injured"" 的发音略有不自然，整体听得清楚。"
common_voice_en_22940721_cosyvoice2_ef6580c6-b749-419f-bbcc-c7077cdd033c.wav,"Persecution of Samaritans was common in the following centuries.",4.2,"优。声音清晰流畅，语速自然。除了 ""Persecution"" 和 ""Samaritans"" 稍微有点平，整体听得清楚。"
common_voice_en_23640041_cosyvoice2_6b8912ee-dc69-4920-b79a-08a9ba129e89.wav,"Unlike the sedans, the convertibles were assembled in Mexico.",4.5,"优。声音质量好，清晰流畅，语速自然，像真人说话。听得清楚，没有明显杂音或奇怪的韵律和断句。"
common_voice_en_22391641_cosyvoice2_0df0cb2d-83e0-4391-9c56-6ff7a6219178.wav,"Secondly, there is a difference between a major tone and a minor tone.",4.0,"优。声音清晰流畅，语速自然。除了 ""Secondly"" 的发音略有不自然，整体听得清楚。"
common_voice_en_23843606_xtts_44d19b6f-7767-4d3a-a468-55241b75e230.wav,"The first chapter was published in the New York Times and is accessible online.",4.8,"优。声音清晰，语速自然，有停顿和重音，听起来非常像真人朗读。音质极佳，无明显杂音或失真。"
common_voice_en_23843606_cosyvoice2_8b13b78d-99af-41cf-9f57-8dd1e32ff1f1.wav,"The first chapter was published in the New York Times and is accessible online.",4.0,"良。声音清晰，语速略快但可接受。音质良好，但感觉声场略微扁平，不如第一个版本自然。整体听感清晰流畅。"
common_voice_en_23976710_cosyvoice2_ba9f794b-ba91-48ca-9157-d9efc9a84676.wav,"However, there were no widespread reforms of the common law.",3.5,"中。声音清晰度尚可，但有一些轻微的电子音（杂音）。“widespread”一词的“wide”发音听起来略有拖沓和不自然。符合“听得清楚”但“有点杂音”的标准。"
common_voice_en_23976710_xtts_ca7e3720-7e51-4d4d-aff0-199e53b600ca.wav,"However, there were no widespread reforms of the common law.",4.5,"优。声音清晰、饱满，语速和语调自然流畅，听不出明显的机器痕迹。音质优秀。"
common_voice_en_23763831_cosyvoice2_95869444-c15f-43b8-a61f-b15b81591d3d.wav,"He continued to travel and write, supporting himself by flying airplanes.",3.2,"中。声音听得清楚，但语速稍快，且在“airplanes”后有轻微的“咔”声（杂音）。整体声音缺乏情感和自然韵律，像机器合成。"
common_voice_en_23763831_xtts_6581dcd3-1a0e-4ce7-aa6e-942767d3b6f3.wav,"He continued to travel and write, supporting himself by flying airplanes.",4.6,"优。声音清晰、悦耳，语速和停顿（如在“write”之后）非常自然，语调有变化，很像真人。音质干净。"
common_voice_en_23851540_xtts_dde365f9-7487-4236-ba93-f2e1f1032af0.wav,"He was educated at Queen's College, Cambridge, where he read English with French.",4.7,"优。声音清晰，略带英音，语速和重音处理得当，尤其是“Cambridge”和“French”的发音自然。听感流畅自然。"
common_voice_en_23851540_cosyvoice2_87bf85bc-bcb3-4a0e-94b0-7efd4bb213a9.wav,"He was educated at Queen's College, Cambridge, where he read English with French.",3.8,"良。声音清晰，语速尚可，但声音的电子感较明显，尤其在句末“French”处语调下降得有些生硬。整体听得清楚，但不够自然。"
common_voice_en_23963776_xtts_78ed7bf5-0a4a-436f-8379-07c4081026d0.wav,"It is commonly used as a pejorative term for ethnic Ukrainians.",4.5,"优。声音清晰、醇厚，语速适中，重音（如在“pejorative”）自然，几乎听不出机器合成的痕迹。"
common_voice_en_23963776_cosyvoice2_029890d2-190b-4efe-a317-90647d057b33.wav,"It is commonly used as a pejorative term for ethnic Ukrainians.",3.6,"良。声音清晰度尚可，但听感略微“闷”，语速稍慢。在“pejorative”和“Ukrainians”的发音上，能听出轻微的韵律不自然，但整体不影响理解。"
common_voice_en_24567654_xtts_9591bee0-6bcb-4bbb-8c70-26054c212574.wav,"His parents were the comedy double act Callan and Emery.",4.6,"优。声音清晰、语速适中，带有自然的停顿和重音（如在“parents”和“Callan”）。音质优秀，像真人朗读，交流流畅。"
common_voice_en_24567654_cosyvoice2_d04702b9-a0d1-4151-ba0d-ae36c5937657.wav,"His parents were the comedy double act Callan and Emery.",3.8,"良。声音清晰可懂，但语速略慢且语调平直，缺乏情感变化。“double act”和“Callan”的发音略显生硬。有轻微的电子音，但整体仍属清晰。"
common_voice_en_24681934_cosyvoice2_d7b5dcfb-e073-4490-a0c6-10f1c774eeaa.wav,"It was also ranked the worst performing vehicle.",3.6,"良。声音清晰，但语速偏快，且在“worst performing vehicle”处有明显的机器加速感，韵律不自然。音质有轻微杂音。"
common_voice_en_24681934_xtts_e44df1e2-fcde-4763-b144-aa9483a7705c.wav,"It was also ranked the worst performing vehicle.",4.5,"优。声音清晰、低沉，语速平稳，有恰当的停顿。音质很好，虽然语调变化不大，但听起来非常自然。"
common_voice_en_25024571_xtts_d94c7a14-10a5-482a-a52e-d70da74b19ce.wav,"She was a co-sponsor of the Employee Free Choice Act.",4.8,"优。声音非常清晰，音色悦耳，语速、语调和重音（如在“co-sponsor”和“Employee”）都处理得非常自然，如同真人专业播音。"
common_voice_en_25024571_cosyvoice2_5fe1c2fb-476b-4083-9dde-2ca985019cea.wav,"She was a co-sponsor of the Employee Free Choice Act.",3.9,"良。声音清晰可懂，但语速稍快，且在“co-sponsor”处有轻微的加速感，韵律感不如真人。音质尚可，有轻微的电子合成痕迹。"
common_voice_en_24837486_xtts_e0d18fa7-1e34-4719-b4f3-abadc9f17d80.wav,"These drawings are usually outline drawings that are quite expressionless and somber in appearance.",4.6,"优。声音清晰，语速适中，带有自然的语气和停顿，听起来非常舒服。句末“appearance”的发音自然拖长，像真人说话。"
common_voice_en_24837486_cosyvoice2_b4af5be9-43a5-441e-9c08-97ef4e6df838.wav,"These drawings are usually outline drawings that are quite expressionless and somber in appearance.",3.5,"中。声音清晰，但有一些背景嘶嘶的杂音。语速较快，听起来略显仓促，尤其“expressionless”一词发音有轻微的含糊感。符合“有点杂音”和“交流欠流畅”的标准。"
common_voice_en_24518104_cosyvoice2_3a1ad96b-6255-42c7-bf03-3e3f03005616.wav,"The beam was bent down perpendicular to the magnetic field.",3.7,"良。声音清晰，但语速偏快，且在“bent down”后断句略微奇怪，听起来像是机器为了连贯性而加速。“perpendicular”和“magnetic”的发音尚可，但缺乏自然的重音。"
common_voice_en_24518104_xtts_ad4910b1-5f89-4901-b38f-77c5b50aa575.wav,"The beam was bent down perpendicular to the magnetic field.",4.5,"优。声音清晰、稳定，语速平稳且自然，每个词的发音都非常标准。音质优秀，听起来像真人朗读，句子的韵律流畅。"
common_voice_en_25572984_xtts_66926956-13d9-4f3b-9e33-1082e3d882ea.wav,"It has a rich history in gold mining.",4.7,"优。声音清晰、沉稳，语速适中，停顿自然，重音放在“rich”和“gold mining”上，非常有表现力。音质干净，非常像真人说话。"
common_voice_en_25572984_cosyvoice2_58e96069-4508-4d7c-8ca9-72434a73d3e3.wav,"It has a rich history in gold mining.",3.5,"中。声音清晰度尚可，但语速偏快，且句尾“gold mining”处理得非常仓促，有明显的电子音尾音。声音缺乏自然感和韵律。"
common_voice_en_25662916_xtts_946d394c-84a3-4532-b60b-14c8120629ec.wav,"This principle is a restriction, but also is a guide in formulating physical theories.",4.5,"优。声音清晰，语速自然，在逗号处有恰当的停顿。“restriction”和“guide”有强调，语调起伏自然，非常流畅。"
common_voice_en_25662916_cosyvoice2_cb52e166-7402-4c1d-9c1f-c8160380326f.wav,"This principle is a restriction, but also is a guide in formulating physical theories.",3.7,"良。声音清晰可懂，但语速整体偏快，且在“restriction”后的停顿感觉不自然。声音的合成痕迹较重，韵律平直。"
common_voice_en_25204047_xtts_e5174834-e57f-412d-848c-7fd82bbb9e06.wav,"Singling out alcohol impairment for extra punishment isn't about making the road safer.",4.8,"优。声音清晰、专业，带有自然的重音和强调（如在“singling out”和“extra punishment”）。语速适中，流畅度极高，无任何杂音或失真。"
common_voice_en_25204047_cosyvoice2_6f9d6433-f518-429c-9d35-6983f44f27d1.wav,"Singling out alcohol impairment for extra punishment isn't about making the road safer.",3.6,"良。声音清晰可懂，但语速偏快，且在“safer”一词的处理上有些急促。整体声音听起来有些“闷”，有轻微的电子音。"
common_voice_en_25127181_xtts_4eb3de58-94f1-4b72-8f2c-870f6c43597c.wav,"They also have souls and they need to be loved and protected.",4.6,"优。声音清晰、温柔，语速和语调变化自然，非常流畅。在“souls”和“loved and protected”有很好的情感表达，非常像真人朗读。"
common_voice_en_25127181_cosyvoice2_b1c404c7-1a19-4133-9cf5-4c62a570ce42.wav,"They also have souls and they need to be loved and protected.",3.9,"良。声音清晰，语速尚可，但声音的电子合成感较强，尤其是在“loved and protected”的语调缺乏自然起伏。整体听得清楚，但欠缺流畅自然。"
common_voice_en_25319086_xtts_423108e4-a2ae-43a1-8a38-913c3d638594.wav,"Before it was stopped, Vancouver's Hogan's Alley neighborhood was largely demolished.",4.5,"优。声音清晰、沉稳，语速平稳，在逗号处有自然停顿。对“Hogan's Alley”这种专有名词的发音处理自然。音质良好。"
common_voice_en_25319086_cosyvoice2_ce486f5f-e5a9-4392-a3da-4aa63ccaa75f.wav,"Before it was stopped, Vancouver's Hogan's Alley neighborhood was largely demolished.",3.5,"中。声音清晰，但语速较快，听起来有些匆忙，尤其在“Hogan's Alley neighborhood”处缺乏自然的节奏。声音有轻微电子感，不完全流畅。"
common_voice_en_25880669_xtts_d0f7d3ac-7eb8-4ce4-aefe-587b10c81c43.wav,"Modi only attended Hindu religious ceremonies and had prominent associations with Hindu religious leaders.",4.8,"优。声音清晰、语速适中，带有自然的重音和停顿。音质极佳，听起来非常像专业播音员，交流流畅。"
common_voice_en_25880669_cosyvoice2_539ecfa1-4a4c-4976-abd5-9e9126881825.wav,"Modi only attended Hindu religious ceremonies and had prominent associations with Hindu religious leaders.",3.6,"良。声音清晰，语速偏快，句子的韵律感不够自然，尤其在“ceremonies”后的停顿感觉生硬。有轻微电子音。"
common_voice_en_25745884_xtts_d28f5159-b998-4103-b5b8-0341006c0209.wav,"In the final reunion film, Bionic Ever After?",4.7,"优。声音清晰、柔和，语速和语调自然，句尾“Ever After?”的疑问语气处理得非常好。音质干净，无杂音。"
common_voice_en_25745884_cosyvoice2_339599c3-a508-43f5-b6f3-f6b814addfee.wav,"In the final reunion film, Bionic Ever After?",3.5,"中。声音清晰度尚可，但语速偏快，且句尾的疑问语调处理得不自然。整体声音感觉比较扁平，合成痕迹较明显。"
common_voice_en_25879467_xtts_a10fbfe4-39b4-45b5-bc24-ba15db7cc08b.wav,"Amnesty International and some religions oppose capital punishment on moral grounds.",4.6,"优。声音清晰、沉稳，语速适中，在“Amnesty International”和“religions”后的停顿自然。音质优秀，有自然的重音和韵律。"
common_voice_en_25879467_cosyvoice2_b64bf5a8-b573-4a9e-9814-da68fb1dfd3a.wav,"Amnesty International and some religions oppose capital punishment on moral grounds.",3.8,"良。声音清晰可懂，但语速略快，且在“Amnesty International”后的停顿不足，导致交流欠流畅。声音缺乏自然的起伏变化。"
common_voice_en_25710838_xtts_dbbcc04a-e465-4aa6-bf6c-24c48d11f320.wav,"He took the efforts of an officer in Napoleon's army to change this.",4.5,"优。声音清晰，语速适中，带有自然的语气。对“Napoleon's army”等专有名词的发音处理自然。音质良好，交流流畅。"
common_voice_en_25710838_cosyvoice2_f1483aa0-2cd8-4223-a81e-a4dacb2507b7.wav,"He took the efforts of an officer in Napoleon's army to change this.",3.7,"良。声音清晰，但语速略快，且在“officer”和“army”处的重音和韵律处理得不够自然。有轻微的电子合成音。"
common_voice_en_26554168_xtts_f3176976-a52f-46eb-b08a-ace58455e26f.wav,"This theory is called the endosymbiotic theory.",4.6,"优。声音清晰，语速平稳，对专业名词“endosymbiotic theory”的发音清晰准确。音质优秀，听感自然流畅。"
common_voice_en_26554168_cosyvoice2_dab33053-3f8d-48b7-9052-32bfa0b69d77.wav,"This theory is called the endosymbiotic theory.",3.5,"中。声音清晰，但语速偏慢，且在“endosymbiotic”一词的发音上停顿和重音非常奇怪，韵律感很差。听起来像机器缓慢拼读。"
common_voice_en_26952530_xtts_ee5ebfe6-54d5-4858-b585-78ed488578cf.wav,"Born in Virginia, Roane pursued in preparatory studies as a young man.",4.6,"优。声音清晰、沉稳，语速适中，停顿自然。特别是“Roane pursued”之后有一个自然的停顿，语调和重音处理得当，非常像真人朗读。"
common_voice_en_26952530_cosyvoice2_d548cb51-f24e-4398-8753-cbcc84e8c72e.wav,"Born in Virginia, Roane pursued in preparatory studies as a young man.",3.5,"中。声音清晰，但语速偏快，且在“Roane pursued”后停顿生硬。声音有明显的电子感，“preparatory”的发音略有不自然。"
common_voice_en_30619661_xtts_41a5665f-1abe-4b54-b9af-5377a3a7f3e0.wav,"He has also played and coached at Ole Miss RV.",4.7,"优。声音清晰、柔和，语速适中，语调自然，尤其在“Ole Miss RV”处的停顿和连贯性处理得很好。音质优秀，无杂音。"
common_voice_en_30619661_cosyvoice2_67a52b53-23ef-46a0-a1b8-dfafe48a7f75.wav,"He has also played and coached at Ole Miss RV.",3.6,"良。声音清晰可懂，但语速偏快，且在“Ole Miss RV”处的发音有些急促。整体听起来比较扁平，合成痕迹较明显。"
common_voice_en_28827679_xtts_dd67ade5-6127-4b14-a2df-99da46d0d0e2.wav,"It is shiny black with reddish legs, short elytra and no hind wings.",4.5,"优。声音清晰、稳定，语速适中，对专业名词“elytra”的发音准确。句子节奏自然流畅，听起来像真人。"
common_voice_en_28827679_cosyvoice2_b7d31f7e-facb-4078-a01f-30c9f36db492.wav,"It is shiny black with reddish legs, short elytra and no hind wings.",3.9,"良。声音清晰，语速尚可，但在“short elytra”和“hind wings”之间缺乏自然的连贯性。声音有轻微的电子合成感。"
common_voice_en_32174871_xtts_bb01af77-c6e4-468a-a2e4-278a2389175a.wav,"Red Star were the defending champions from the previous season.",4.8,"优。声音清晰、有力，语速平稳，重音和停顿（如在“champions”之后）处理得非常好。音质干净，交流非常流畅。"
common_voice_en_32174871_cosyvoice2_f495433d-1c6f-434b-8dd2-60ceb8dfd615.wav,"Red Star were the defending champions from the previous season.",3.7,"良。声音清晰可懂，但语速略快，且在“defending champions”处有明显的机器加速感，韵律不自然。声音有轻微电子音。"
common_voice_en_31499885_xtts_9d907490-906c-4c89-b46e-e16daa705504.wav,"He started in the mechanization department of the main industry group in Eindhoven.",4.6,"优。声音清晰，语速适中，带有自然的英音。对“mechanization”和“Eindhoven”等长词的发音清晰且连贯。音质优秀。"
common_voice_en_31499885_cosyvoice2_ac34b131-c02f-4a8c-9bab-322a998d250c.wav,"He started in the mechanization department of the main industry group in Eindhoven.",3.5,"中。声音清晰，但语速偏快，且在“mechanization department”处连贯性不足，听起来像机器在快速朗读。“Eindhoven”的发音略显生硬。"
common_voice_en_34321814_xtts_9df7a979-8843-4347-84d0-4dbcefc5945f.wav,"The township includes the unincorporated community of Middle Lancaster.",4.5,"优。声音清晰，无明显杂音。语速自然，像真人说话。发音准确，停顿和韵律得当。"
common_voice_en_34321814_cosyvoice2_162f67e8-473c-470f-a651-b61ae2861bc4.wav,"The township includes the unincorporated community of Middle Lancaster.",4.0,"优。声音非常清晰，音质很好，语速适中。听起来像真人，仅在“Middle Lancaster”处语调略平，但整体流畅。"
common_voice_en_36069016_xtts_0f3f3218-f90a-4d72-81ad-d90ae128c092.wav,"There is some argument as to when and why the wall was built.",4.3,"优。声音清晰，语速和节奏自然。发音准确，但声音质量略带轻微的回音或合成感，不如顶级的自然度。"
common_voice_en_36069016_cosyvoice2_da3c205a-8c9c-4b87-a5c5-ab5404d94565.wav,"There is some argument as to when and why the wall was built.",3.8,"良。声音清晰，但语速稍快，整体语气平直，不像真人正常交流时的自然语调。在“wall was built”后的停顿感觉有些奇怪。"
common_voice_en_36558935_xtts_7ea6523a-0fb8-4056-85f3-6ef7055f3692.wav,"Its name is from a Cherokee word meaning edible tree.",4.1,"优。声音清晰，语速适中。韵律自然，但“Cherokee”的重音和“edible”的发音稍微有点过于字正腔圆，略微缺乏口语的自然感。"
common_voice_en_36558935_cosyvoice2_137d9a8e-0c37-4fd6-a477-66f6271d86cf.wav,"Its name is from a Cherokee word meaning edible tree.",3.5,"良。声音清楚。但是语速略慢，语气单调，听起来比较像机器朗读，尤其在“word meaning”之后。"
common_voice_en_32298822_cosyvoice2_c28c3e99-1291-49d4-acf6-86fa0669d26f.wav,"Isaiah Miller was also named the Southern Conference Defensive Player of the Year.",3.8,"良。声音清晰。语速自然，但“Southern Conference”的韵律听起来略显不自然，且整个句子的重音分布感觉有些机械。"
common_voice_en_32298822_xtts_d69d766d-516d-47c4-8faf-236f9f7e3b1c.wav,"Isaiah Miller was also named the Southern Conference Defensive Player of the Year.",4.6,"优。声音清晰、沉稳，语速流畅。发音自然，停顿合理，富有新闻播报的语气，非常像真人。"
common_voice_en_33563095_cosyvoice2_df73b45f-b1bb-4fb8-bd41-37054da32a7b.wav,"She was then appointed lecturer in psychology at the university.",3.5,"良。声音清晰。语速稍快且均匀，缺乏自然的语调起伏，听起来像在快速朗读，不像真人正常说话的节奏。"
common_voice_en_33563095_xtts_2b69dd71-cf7c-49ba-ba01-edc34b9a0626.wav,"She was then appointed lecturer in psychology at the university.",4.4,"优。声音清晰，语速自然。语气自然流畅，听起来非常像真人说话。"
